,lv,mv,ward,county,area_type
910,48.39550566,8.93445897,Maramasouth,Kakamega,Non-NR
911,73.82904061,59.05760235,Weiwei,Westpokot,SR
912,30.32875508,13.55241383,Limurueast,Kiambu,Urban
913,41.80613934,9.177025874,Wangchieng,Homabay,Non-NR
914,51.5260258,15.12959888,Yimboeast,Siaya,Non-NR
915,68.8572018,44.95240831,Porro,Samburu,SR
916,48.99686507,216.1500091,Turkwel,Turkana,SR
917,52.91645455,16.39964972,Sogoo,Narok,Non-NR
918,13.25667003,0,Kiamaiko,Nairobi,Urban
919,79.17737436,32.07029248,Wamunyu,Machakos,SR
920,38.25616702,12.26710546,Kedowakimugul,Kericho,Urban
921,60.23793569,17.65317873,Engineer,Nyandarua,Non-NR
922,25.71603776,2.62418838,Kileleshwa,Nairobi,Urban
923,43.43971401,6.813933731,Kisumunorth,Kisumu,Non-NR
924,45.01828632,7.562013976,Murhanda,Kakamega,Non-NR
925,54.16446616,47.53239704,Ildamat,Narok,SR
926,75.83168218,27.33129229,Mavuria,Embu,Non-NR
927,33.90544738,8.111320241,Ravine,Baringo,Urban
928,37.94086451,8.30084863,Kwa,Migori,Urban
929,53.43910789,35.01640132,Ololulunga,Narok,SR
930,40.29226452,10.09412063,Matumbei,Transnzoia,Non-NR
931,38.30072781,6.023097428,Kimilili,Bungoma,Urban
932,45.26388852,8.820899304,Mwanganthia,Meru,Non-NR
933,36.94609266,7.85607826,Malahaisongomakunga,Kakamega,Urban
934,53.51893528,12.87467503,Nkomo,Meru,Non-NR
935,27.76635667,3.109072622,Kajulu,Kisumu,Urban
936,27.01544936,5.845041446,Kyeninorthwest,Embu,Urban
937,49.43475626,14.30553382,Kaptelkamoiywo,Nandi,Non-NR
938,37.20742621,10.78411696,Matinyani,Kitui,Urban
939,13.03988616,0,Kariobangisouth,Nairobi,Urban
940,31.16671128,8.522101937,Sirikwa,Nakuru,Urban
941,22.03194593,4.992882194,Ngewa,Kiambu,Urban
942,29.05149063,4.783116687,Nyacheki,Kisii,Urban
943,41.41754666,11.22444931,Chemundukapngetuny,Nandi,Non-NR
944,33.73595068,8.918819999,Mtongwe,Mombasa,Urban
945,27.13566475,3.788327649,Olkeri,Kajiado,Urban
946,39.78717718,6.461427597,Keumbu,Kisii,Non-NR
947,34.69399043,9.282335712,Rwathia,Murang'A,Urban
948,42.19427814,13.94478865,Saboti,Transnzoia,Non-NR
949,19.55382583,1.329038295,Woodleykenyattagolfcourse,Nairobi,Urban
950,41.01944909,13.61557496,Murindat,Nakuru,Non-NR
951,80.95261034,30.01402511,Waiakako,Makueni,SR
952,46.26603163,58.12881379,Mwereni,Kwale,SR
953,50.86074663,11.0644789,Lugari,Kakamega,Non-NR
954,51.79805191,20.8097666,Ainabkoiolare,Uasingishu,Non-NR
955,29.13304168,11.28879251,Lokichoggio,Turkana,Urban
956,80.69601092,30.65214958,Nkondi,Tharakanithi,SR
957,53.27578011,15.90593462,Lelmokwongechek,Nandi,Non-NR
958,53.81827787,25.8836204,Solai,Nakuru,Non-NR
959,107.2589728,55.04793409,Nguumasumba,Makueni,SR
960,27.69292746,6.11113956,Larikirenga,Kiambu,Urban
961,83.71564848,376.4715194,Benane,Garissa,SR
962,48.57167378,12.98604076,Chakolsouth,Busia,Non-NR
963,63.17454017,19.04305062,Kee,Makueni,Non-NR
964,52.65582402,12.04875252,Kembu,Bomet,Non-NR
965,18.67565177,3.972091077,Northhorr,Marsabit,Urban
966,46.86777826,10.22969648,Westbukusu,Bungoma,Non-NR
967,49.25881997,47.58454255,Olkaria,Nakuru,SR
968,33.58094338,7.247606259,Ngariama,Kirinyaga,Urban
969,37.21436304,6.912089843,Butsotsoeast,Kakamega,Urban
970,37.87314211,210.0182649,Dadajabulla,Wajir,NR
971,28.99373233,5.509905115,Muhudu,Vihiga,Urban
972,35.58449473,8.889139339,Waitaluk,Transnzoia,Urban
973,15.93262713,0.092288216,Shaabab,Nakuru,Urban
974,36.75742598,16.30924851,Endebess,Transnzoia,NR
975,42.87775124,11.37619617,Ilima,Makueni,Non-NR
976,12.26451202,0,Lainisaba,Nairobi,Urban
977,31.25119297,8.402802169,Gikondi,Nyeri,Urban
978,31.4988779,4.86700546,Northwestkisumu,Kisumu,Urban
979,27.25104472,27.41171303,Cherab,Isiolo,NR
980,45.47882477,29.36129066,Kakuyuni,Kilifi,SR
981,12.55116018,0,Kawangware,Nairobi,Urban
982,45.52662671,9.635760855,Kabonyokanyagwal,Kisumu,Non-NR
983,44.83589383,35.16147662,Keekonyokie,Narok,SR
984,22.23761184,2.130343002,Bomani,Taitataveta,Urban
985,75.70924299,45.04067739,Matsangoni,Kilifi,SR
986,16.98334732,0.619531733,Kongowea,Mombasa,Urban
987,30.23881223,4.802180336,Monyerero,Kisii,Urban
988,38.31212651,9.424133333,Bunyalawest,Kakamega,Urban
989,19.11980594,8.164245978,Lopur,Turkana,Urban
990,46.66512044,30.69215623,Mwavumbo,Kwale,SR
991,17.62805269,2.886713391,Matharenorth,Nairobi,Urban
992,27.81153563,6.269485506,Igembeeast,Meru,Urban
993,22.81453787,2.725741007,Matisi,Transnzoia,Urban
994,30.46688029,6.649015471,Nyakio,Nyandarua,Urban
995,28.618898,48.32227495,Lobokat,Turkana,NR
996,52.14275483,27.47538405,Mwarakaya,Kilifi,Non-NR
997,46.69854028,13.03566311,Antuambui,Meru,Non-NR
998,39.77947786,20.68932894,Angatabarikoi,Narok,Non-NR
999,43.49212859,35.85763139,Marafa,Kilifi,SR
1000,61.59262527,161.5900586,Kapchok,Westpokot,SR
1001,55.14648019,47.91708791,Jilore,Kilifi,SR
1002,73.06243086,37.79364602,Kapyego,Elgeyomarakwet,SR
1003,21.60055409,2.383199649,Bibirioni,Kiambu,Urban
1004,60.49148347,19.74960728,Nyakieast,Meru,Non-NR
1005,41.1797078,15.34618907,Mboghoni,Taitataveta,Non-NR
1006,22.61443935,66.03006173,Sabena,Garissa,NR
1007,52.09730201,14.20904261,Ainamoi,Kericho,Non-NR
1008,72.3225496,25.96281552,Mbitini,Kitui,Non-NR
1009,53.27141334,15.10083297,Ndalat,Nandi,Non-NR
1010,21.95802316,3.163812777,Kikuyu,Kiambu,Urban
1011,37.46760726,10.67168067,Motosiet,Transnzoia,Urban
1012,47.11119146,211.0740499,Tarbaj,Wajir,SR
1013,60.10163644,56.89616781,Ndavaya,Kwale,SR
1014,50.14742657,11.21870894,Southkabras,Kakamega,Non-NR
1015,58.70673121,33.68798202,Mata,Taitataveta,SR
1016,46.33635925,9.614918297,Bwakeluuya,Bungoma,Non-NR
1017,43.65679238,14.94104131,Matungulunorth,Machakos,Non-NR
1018,42.61064903,17.44455359,Muhoronikoru,Kisumu,Non-NR
1019,76.66728817,30.18901035,Mbetisouth,Embu,SR
1020,32.22846636,12.68712541,Kaloleni,Taitataveta,Urban
1021,38.42158447,7.118127127,Musikoma,Bungoma,Urban
1022,27.33770733,4.755626929,Nyamasibi,Kisii,Urban
1023,36.27864651,8.291153779,Northugenya,Siaya,Urban
1024,53.44541443,13.66832322,Awasionjiko,Kisumu,Non-NR
1025,26.55879912,5.462165359,Nginda,Embu,Urban
1026,57.47433949,17.58881032,Segerobarsombe,Uasingishu,Non-NR
1027,79.88041316,83.59859434,Riwo,Westpokot,SR
1028,40.85102434,8.009595228,Marakarutuuti,Bungoma,Non-NR
1029,22.68960104,4.4085747,Kaptembwo,Nakuru,Urban
1030,78.76725772,25.65611174,Ndalani,Machakos,Non-NR
1031,33.72377684,8.13411394,Sitatunga,Transnzoia,Urban
1032,36.00867398,8.900000639,Mtepeni,Kilifi,Urban
1033,46.99461302,18.35805,Soy,Uasingishu,Non-NR
1034,26.38557737,3.993448294,Mumbuninorth,Machakos,Urban
1035,34.57212069,7.477584581,Kholera,Kakamega,Urban
1036,40.55780049,8.41201354,Marachiwest,Busia,Non-NR
1037,30.61798003,32.65153005,Biashara,Kiambu,NR
1038,33.73916889,16.50342969,Miwani,Kisumu,NR
1039,39.79640673,8.433199656,Milima,Bungoma,Non-NR
1040,73.19828179,25.27596032,Leshaupondo,Nyandarua,Non-NR
1041,63.73048395,62.12150113,Tseikuru,Kitui,SR
1042,74.33710878,30.39230855,Lembusperkerra,Baringo,SR
1043,27.51156532,3.939054544,Westsabatia,Vihiga,Urban
1044,52.83291915,12.54572748,Shirugumugai,Kakamega,Non-NR
1045,84.67553285,33.72182433,Thange,Makueni,SR
1046,21.57222184,2.11482041,Ekerenyo,Nyamira,Urban
1047,9.96E+26,8.357905183,Ukwala,Siaya,Non-NR
1048,65.31369639,19.85460402,Githabai,Nyandarua,Non-NR
1049,37.23319364,7.520118019,Ugunja,Siaya,Urban
1050,45.24416637,46.00033436,Mara,Narok,SR
1051,28.71338447,5.039728593,Mutituni,Machakos,Urban
1052,43.51907965,13.7826213,Kihingo,Nakuru,Non-NR
1053,32.57224682,10.66604594,Kapropita,Baringo,Urban
1054,92.99272452,111.5120785,Saimosoi,Baringo,SR
1055,42.95786365,10.27334478,Wusikishamba,Taitataveta,Non-NR
1056,57.45193375,21.411975,Barwago,Wajir,Non-NR
1057,44.40429589,10.91286323,Kapsaos,Kericho,Non-NR
1058,29.67742385,8.523537167,Kamburu,Kiambu,Urban
1059,80.86146015,36.7772669,Mogotio,Baringo,SR
1060,48.98648846,32.91955371,Kinango,Kwale,SR
1061,41.85194887,12.07571831,Lare,Nakuru,Non-NR
1062,56.37846383,50.36630746,Kuku,Kajiado,SR
1063,26.89953448,7.988696249,Mugumoini,Murang'A,Urban
1064,23.74369121,3.054221917,Ngong,Kajiado,Urban
1065,28.18164002,7.000074073,Township,Kiambu,Urban
1066,50.7677363,857.811572,Katilia,Turkana,SR
1067,17.5138231,0.615623242,Harambee,Nairobi,Urban
1068,30.12961642,7.046413791,Muguru,Murang'A,Urban
1069,41.3048964,9.696599413,Mauche,Nakuru,Non-NR
1070,43.85342218,10.5177074,Nambobotonambuku,Busia,Non-NR
1071,45.9449751,12.5481693,Centralalego,Siaya,Non-NR
1072,45.6324181,11.5762983,Southbukusu,Bungoma,Non-NR
1073,28.63875032,7.45084813,Nyansiongo,Nyamira,Urban
1074,30.77028571,13.8608397,Chaik,Kericho,Urban
1075,32.25349457,8.100993869,Gitugi,Murang'A,Urban
1076,54.48848896,15.11415123,Amukuracentral,Busia,Non-NR
1077,50.28109447,12.04334061,Chesikaki,Bungoma,Non-NR
1078,64.23988549,99.81748317,Mbirikanieselenkei,Kajiado,SR
1079,22.9501137,4.041659715,Karingani,Tharakanithi,Urban
1080,43.19584765,9.179007083,Marachicentral,Busia,Non-NR
1081,19.84244746,1.931087286,Kahawawest,Nairobi,Urban
1082,37.66795882,8.673249319,Sikhendu,Transnzoia,Urban
1083,52.22343331,16.14946031,Southsakwa,Siaya,Non-NR
1084,52.32211368,393.4720768,Della,Wajir,SR
1085,13.63372046,0,Kondele,Kisumu,Urban
1086,36.54430941,7.754115484,Kerugoya,Kirinyaga,Urban
1087,46.05138815,11.24611456,Sitikho,Bungoma,Non-NR
1088,56.21118503,14.79782337,Akithii,Meru,Non-NR
1089,23.62480248,4.622726912,Chogoria,Tharakanithi,Urban
1090,37.8555818,7.766075164,Kochia,Homabay,Urban
1091,45.20385309,9.794058189,Soysambumitua,Bungoma,Non-NR
1092,34.61974519,8.464998021,Kithimu,Embu,Urban
1093,81.87371742,33.92622251,Marimanti,Tharakanithi,SR
1094,96.18939544,196.8262894,Mukutani,Baringo,SR
1095,43.75268001,11.06653328,Westalego,Siaya,Non-NR
1096,13.0630244,0.446262253,Dandoraareaii,Nairobi,Urban
1097,42.64353295,8.415555931,Derkhale,Mandera,Non-NR
1098,12.96499074,0.949529701,Jarajila,Garissa,Urban
1099,45.60691641,10.74212375,Agengananguba,Busia,Non-NR
1100,23.4904837,2.194576764,Khalaba,Bungoma,Urban
1101,23.67074059,3.547288215,Riabai,Kiambu,Urban
1102,29.92137271,45.88959707,Kaputir,Turkana,NR
1103,25.11031307,2.280832326,Kamenu,Kiambu,Urban
1104,32.66849931,6.161552609,Getenga,Kisii,Urban
1105,35.87666709,12.04708876,Thingithu,Laikipia,Urban
1106,31.79978824,7.351747204,Moticho,Kisii,Urban
1107,61.60257224,15.31222201,Ntimaruwest,Migori,Non-NR
1108,16.41681946,0.507304158,Kadzandani,Mombasa,Urban
1109,50.49925122,13.70102726,Kobujoi,Nandi,Non-NR
1110,53.70932346,24.21007977,Watamu,Kilifi,Non-NR
1111,32.88804749,6.983736961,Malabacentral,Busia,Urban
1112,27.84249944,21.95272664,Madogo,Tanariver,NR
1113,22.36813675,1.659845274,Township,Kitui,Urban
1114,48.8289618,15.53541527,Kiptororo,Nakuru,Non-NR
1115,38.52805587,13.26613913,Kinyoro,Transnzoia,Urban
1116,25.65755292,5.456520908,Kigumo,Murang'A,Urban
1117,89.00486821,104.5793669,Kanziko,Kitui,SR
1118,61.01901844,21.5205051,Tinet,Nakuru,Non-NR
1119,47.35612373,28.72587708,Malewawest,Nakuru,Non-NR
1120,52.34461301,16.66214077,Kunyak,Kericho,Non-NR
1121,48.91394076,13.855914,Bukhayocentral,Busia,Non-NR
1122,34.4091535,279.679248,Garsenwest,Tanariver,NR
1123,62.32969396,15.54651774,Chemaner,Bomet,Non-NR
1124,44.17467984,86.83379211,Dandu,Mandera,SR
1125,58.45232445,18.45872331,Malabanorth,Busia,Non-NR
1126,60.22259253,33.66566878,Tenges,Baringo,SR
1127,30.620074,7.168446043,Kamacharia,Murang'A,Urban
1128,35.41504925,10.57134058,Kanamkemer,Turkana,Urban
1129,67.90879756,30.69954552,Shankoe,Narok,SR
1130,27.08112948,7.257310277,Kangari,Murang'A,Urban
1131,35.06035378,8.922485578,Elwaksouth,Mandera,Urban
1132,43.48691202,8.361364927,Ruai,Nairobi,Non-NR
1133,57.48307531,17.21170598,Kibirichia,Meru,Non-NR
1134,47.88081763,12.32456153,Southeastalego,Siaya,Non-NR
1135,55.03154391,16.1106279,Amukuraeast,Busia,Non-NR
1136,35.64250359,9.505022564,Mogogosiek,Bureti,Urban
1137,31.02256253,4.356026592,Bunyalawest,Busia,Urban
1138,35.94426149,7.621352702,Dadajabulla,Wajir,Urban
1139,34.53920204,9.887883053,Southkamagambo,Migori,Urban
1140,27.04403106,5.557060118,Njabinikiburu,Nyandarua,Urban
1141,61.20001032,32.43640763,Emsoo,Elgeyomarakwet,SR
1142,53.62098854,18.75919289,Nessuit,Nakuru,Non-NR
1143,55.62862314,13.72474376,Lwandanyi,Bungoma,Non-NR
1144,50.8246218,13.47108002,Bumula,Bungoma,Non-NR
1145,16.87814729,0,Majengo,Mombasa,Urban
1146,23.11879054,4.108413192,Embakasi,Nairobi,Urban
1147,46.78334098,8.117840199,Maramanorth,Kakamega,Non-NR
1148,34.27517478,10.00892399,Mbiri,Murang'A,Urban
1149,43.65266894,86.69948705,Kutulo,Mandera,SR
1150,29.22715891,5.80958666,Murera,Kiambu,Urban
1151,33.92318061,7.654510703,Mukure,Kirinyaga,Urban
1152,60.81235666,15.02827135,Kipreres,Bomet,Non-NR
1153,41.05505243,13.24176461,Northkanyamkago,Migori,Non-NR
1154,52.89205183,22.37625948,Endo,Elgeyomarakwet,Non-NR
1155,27.14668982,6.431535548,Muthambi,Tharakanithi,Urban
1156,15.45497755,0.2769439,Magogoni,Mombasa,Urban
1157,24.58026024,3.028400479,Kemera,Nyamira,Urban
1158,59.83564596,19.77636998,Murungaru,Nyandarua,Non-NR
1159,19.32500549,1.807980404,Viwandani,Nairobi,Urban
1160,22.70553895,3.757223197,Njia,Meru,Urban
1161,56.76901097,14.74132354,Chemuche,Kakamega,Non-NR
1162,22.95063434,1.496992336,Ziwanikariokor,Nairobi,Urban
1163,30.19264659,5.516520162,Nzoia,Kakamega,Urban
1164,27.16830676,7.146700883,Muthithi,Murang'A,Urban
1165,80.30083328,107.9795388,Ngomeni,Kitui,SR
1166,43.642684,537.5517032,Takabasouth,Mandera,SR
1167,31.87433976,6.693072672,Mutira,Kirinyaga,Urban
1168,80.51243265,36.13412835,Kwamutongakithumula,Kitui,SR
1169,48.4172948,9.924356003,Butsotsocentral,Kakamega,Non-NR
1170,24.53547042,6.009860659,Heilumanyatta,Marsabit,Urban
1171,61.73043696,49.52148581,Kayafungo,Kilifi,SR
1172,26.45568734,4.004384194,Bogetenga,Kisii,Urban
1173,60.61443871,163.4627061,Tangulbeikorossi,Baringo,SR
1174,51.47518023,18.14305312,Kaptagat,Uasingishu,Non-NR
1175,41.3931426,7.151670823,Gachuba,Nyamira,Non-NR
1176,59.74843069,19.71156355,Tindiret,Nandi,Non-NR
1177,21.99768401,2.83482805,Shimolatewa,Kilifi,Urban
1178,65.35882555,41.09223434,Chepareria,Westpokot,SR
1179,78.52588357,148.2785369,Jaribuni,Kilifi,SR
1180,60.64489719,100.3746788,Puma,Kwale,SR
1181,23.13316601,2.308265512,Bogiakumu,Kisii,Urban
1182,64.32865124,24.18296413,Macalderkanyarwanda,Migori,Non-NR
1183,28.16918457,3.329452487,Emabungo,Vihiga,Urban
1184,55.0270167,25.89159895,Mumberesmajimazuri,Baringo,Non-NR
1185,23.04592,2.034867405,Karuri,Kiambu,Urban
1186,38.39909835,139.8005985,Nyiro,Samburu,NR
1187,33.19880198,7.718102981,Sirende,Transnzoia,Urban
1188,52.17108905,11.54305163,Centralnyakach,Kisumu,Non-NR
1189,38.3206839,9.189612037,Eastugenya,Siaya,Urban
1190,39.64119173,11.39188116,Singorwet,Bomet,Non-NR
1191,24.40704401,4.161285024,Bosamaro,Nyamira,Urban
1192,48.65322546,13.45068126,Kabuochnorth,Homabay,Non-NR
1193,52.17203184,11.20862981,Chekalini,Kakamega,Non-NR
1194,18.61785146,1.208824904,Miritini,Mombasa,Urban
1195,47.69104254,12.2591842,Kangai,Kirinyaga,Non-NR
1196,43.40584284,8.343651119,Sametamokwerero,Kisii,Non-NR
1197,48.31747385,76.87843274,Loita,Narok,SR
1198,74.3460176,84.24924533,Nuu,Kitui,SR
1199,29.02277422,4.441428037,Busali,Vihiga,Urban
1200,53.16763588,13.83188858,Waswetaii,Migori,Non-NR
1201,26.06805791,2.023939064,Luandatownship,Vihiga,Urban
1202,46.33376939,8.833776775,Kisaeast,Kakamega,Non-NR
1203,84.03246514,34.46088876,Ikombe,Machakos,SR
1204,45.95914254,12.45815146,Westgem,Siaya,Non-NR
1205,46.87233977,38.92891419,Lafey,Mandera,SR
1206,17.90895445,1.737489014,Luckysummer,Nairobi,Urban
1207,38.65905672,661.7775106,Ibrahimure,Wajir,NR
1208,40.6905098,60.90878643,Naikarra,Narok,SR
1209,16.77817594,0.402485411,Matopenispringvalley,Nairobi,Urban
1210,83.98547417,36.8069595,Chiakariga,Tharakanithi,SR
1211,22.31269059,3.497867419,Nakurueast,Nakuru,Urban
1212,27.55262308,6.670895994,Ngenda,Kiambu,Urban
1213,41.45502426,12.31081729,Nandihills,Nandi,Non-NR
1214,44.14562183,19.03558108,Ewalelchapchap,Baringo,Non-NR
1215,27.30246344,4.71021418,Shiru,Vihiga,Urban
1216,50.79420317,28.743771,Marungu,Taitataveta,Non-NR
1217,26.59012094,4.663532421,Kapsoya,Uasingishu,Urban
1218,98.18555606,58.82121468,Kiomokyethani,Kitui,SR
1219,50.55440593,12.31275711,Akachiu,Meru,Non-NR
1220,43.18820622,10.27586664,Eastgem,Homabay,Non-NR
1221,54.84108746,37.68725126,Suswa,Narok,SR
1222,26.98788152,3.843412635,Chavakali,Vihiga,Urban
1223,68.29531919,19.63865218,Sigor,Bomet,Non-NR
1224,52.74973739,16.54315781,Kamara,Nakuru,Non-NR
1225,27.88855898,4.775967578,Magwagwa,Nyamira,Urban
1226,100.5167654,67.97927351,Tapach,Westpokot,SR
1227,51.37641147,17.64551646,Kaptama,Bungoma,Non-NR
1228,41.93185382,9.708731698,Kapkures,Uasingishu,Non-NR
1229,59.53687751,19.78421893,Charagita,Nyandarua,Non-NR
1230,22.21540083,2.797462594,Shanzu,Mombasa,Urban
1231,53.98158009,15.29965777,Chakolnorth,Busia,Non-NR
1232,39.38981269,13.6689675,Elementaita,Nakuru,Non-NR
1233,42.6611009,24.90733207,Gongoni,Kilifi,Non-NR
1234,52.39726205,15.00535178,Amukurawest,Busia,Non-NR
1235,36.79677122,78.07198874,Shambirfatuma,Mandera,NR
1236,28.73861036,4.561905099,Centralkisumu,Kisumu,Urban
1237,53.79327521,14.00041793,Kemeloimaraba,Nandi,Non-NR
1238,61.6639368,18.54366305,Chepterwai,Nandi,Non-NR
1239,46.99231321,12.19593423,Bunyalanorth,Busia,Non-NR
1240,48.35408066,11.02072135,Kimaeti,Bungoma,Non-NR
1241,45.16021215,15.19802998,Lembuskwen,Baringo,Non-NR
1242,39.47947526,13.98752655,Mariakani,Kilifi,Non-NR
1243,66.50983718,489.8816331,Songot,Turkana,SR
1244,42.03268944,524.1058371,Loima,Turkana,SR
1245,43.03475044,59.0242483,Libehia,Mandera,SR
1246,25.01848199,3.226421734,Nyatieko,Kisii,Urban
1247,89.3719365,35.26396626,Ivingoninzambani,Makueni,SR
1248,28.75582021,47.18049191,Rhoda,Nakuru,NR
1249,32.25826646,6.411830362,Upperkaewaiveti,Machakos,Urban
1250,78.01580749,35.74063664,Kisasi,Kitui,SR
1251,34.10142879,9.972910095,Kasgunga,Homabay,Urban
1252,20.45628646,2.12255261,Ntimawest,Meru,Urban
1253,19.64985611,2.941273096,Airport,Mombasa,Urban
1254,37.70399103,7.022197159,Kangundonorth,Machakos,Urban
1255,48.78084876,20.52930863,Umande,Laikipia,Non-NR
1256,23.9728218,2.735055431,London,Nakuru,Urban
1257,38.47407481,12.94951651,Menengaiwest,Nakuru,Urban
1258,43.82879453,14.78716028,Gwassinorth,Homabay,Non-NR
1259,59.10428835,16.66199762,Thangatha,Meru,Non-NR
1260,25.8972295,2.810508936,California,Nairobi,Urban
1261,43.499347,11.6855947,Southuyoma,Siaya,Non-NR
1262,55.28425179,16.78542116,Kurgungsurungai,Nandi,Non-NR
1263,25.34295252,3.590858856,Nkaimurunya,Kajiado,Urban
1264,52.7307787,14.26570987,Kapsasian,Narok,Non-NR
1265,44.75679911,7.66975776,Naathu,Meru,Non-NR
1266,48.25543771,11.52569694,Kingandole,Busia,Non-NR
1267,25.58505708,42.01669412,Wayu,Tanariver,NR
1268,45.01295261,12.66241861,Langas,Uasingishu,Non-NR
1269,28.76498146,3.60795125,Lyaduywaizava,Vihiga,Urban
1270,24.86367573,8.706078961,Wamumu,Kirinyaga,Urban
1271,30.93379635,8.687216942,Gilgil,Nakuru,Urban
1272,53.53962138,13.64923595,Angurainorth,Busia,Non-NR
1273,69.44109014,52.70634347,Barwessa,Baringo,SR
1274,57.46534902,158.9828738,Iloodokilani,Kajiado,SR
1275,54.3380503,13.65681581,Longisa,Bomet,Non-NR
1276,27.71844627,4.202347344,Gesusu,Kisii,Urban
1277,21.66467196,1.22145887,Burumba,Busia,Urban
1278,31.14749696,8.648106383,Ichagaki,Murang'A,Urban
1279,42.75203033,19.18356806,Kapenguria,Westpokot,Non-NR
1280,42.51145296,11.98434913,Centralkanyamkago,Migori,Non-NR
1281,54.63944564,19.15040584,Mogondo,Narok,Non-NR
1282,25.63765626,3.47415238,Kiabonyoru,Nyamira,Urban
1283,38.96108016,6.731706388,Manga,Nyamira,Urban
1284,55.62107547,14.47358535,Gathara,Nyandarua,Non-NR
1285,40.30807512,15.08793332,Mbarukeburu,Nakuru,Non-NR
1286,51.69162914,17.43151884,Megun,Uasingishu,Non-NR
1287,92.67980343,88.34988331,Zombemwitika,Kitui,SR
1288,47.92197658,67.5653851,Matapatosouth,Kajiado,SR
1289,34.47506638,389.6050539,Godoma,Wajir,NR
1290,61.45304752,17.80580773,Mukaa,Makueni,Non-NR
1291,55.17089256,18.73611533,Tendenosorget,Kericho,Non-NR
1292,23.83370519,4.661254626,Rhamu,Mandera,Urban
1293,63.96191056,16.26789794,Ololmasani,Narok,Non-NR
1294,50.03214005,14.73504642,Chepkumia,Nandi,Non-NR
1295,36.84968314,218.0272539,Elben,Wajir,NR
1296,98.59837636,59.19846393,Waita,Kitui,SR
1297,49.40015015,53.63620587,Ngolia,Taitataveta,SR
1298,42.58139337,163.4018486,Ganyurewagalla,Wajir,SR
1299,30.66657661,7.672548079,Southsakwa,Migori,Urban
1300,52.92054936,15.81947977,Esise,Nyamira,Non-NR
1301,46.02367683,176.8770061,Elnurtulatula,Wajir,SR
1302,15.11860122,0.882687149,Nyayohighrise,Nairobi,Urban
1303,62.90086298,18.88545642,Athirugaiti,Meru,Non-NR
1304,41.29629708,11.92564341,Waa,Kwale,Non-NR
1305,25.00814609,1.236153163,Nairobicentral,Nairobi,Urban
1306,27.25652142,7.753056396,Tinganga,Kiambu,Urban
1307,67.53195649,1872.987317,Nanighi,Garissa,SR
1308,42.54292965,12.55003726,Tapsagoi,Uasingishu,Non-NR
1309,43.65487867,9.332972402,Shinoyishikomariesumeyia,Kakamega,Non-NR
1310,30.80843393,7.05609759,Gaturisouth,Embu,Urban
1311,97.10635568,60.61228103,Mumoni,Kitui,SR
1312,33.02313876,8.520077155,Bukiraeast,Migori,Urban
1313,45.80317213,58.50569286,Bamba,Kilifi,SR
1314,45.61906893,11.73983467,Marachinorth,Busia,Non-NR
1315,31.38654811,7.035209587,Ombeyi,Kisumu,Urban
1316,27.78461446,6.355824452,Ngararia,Muranga,Urban
1317,36.94370598,16.43793486,Mwatate,Taitataveta,NR
1318,39.70351675,9.656662472,Chemosot,Kericho,Non-NR
1319,42.21604476,17.29570662,Witeithie,Kiambu,Non-NR
1320,52.39690108,16.61283169,Kabisaga,Nandi,Non-NR
1321,50.29458089,32.2333967,Olorropil,Narok,SR
1322,58.81236989,23.34025944,Muthara,Meru,Non-NR
1323,54.70558164,26.80785106,Kabarnet,Baringo,Non-NR
1324,36.39230648,9.363238304,Kyenisouth,Embu,Urban
1325,33.3410632,44.43376268,Chewele,Tanariver,NR
1326,16.19280022,1.172030493,Kabiro,Nairobi,Urban
1327,27.94890189,4.98818826,Bomariba,Kisii,Urban
1328,27.46693158,5.763614476,Antubetwekiongo,Meru,Urban
1329,30.02195245,5.360841539,Borabuchitago,Kisii,Urban
1330,18.70278384,0.668455989,Lakeview,Nakuru,Urban
1331,55.74837216,13.71313706,Southwestnyakach,Kisumu,Non-NR
1332,30.93967709,7.539609769,Mbetinorth,Embu,Urban
1333,49.01082065,15.87416291,Rongenamanaret,Bureti,Non-NR
1334,24.89924992,3.518671539,Rware,Nyeri,Urban
1335,34.78466166,4.757534426,Wargudud,Mandera,Urban
1336,27.18684383,6.286473654,Bahati,Nakuru,Urban
1337,42.63294607,59.2863757,Wambaeast,Samburu,SR
1338,53.72485986,11.87904611,Kokwanyokakelo,Homabay,Non-NR
1339,45.77276841,42.68628392,Takaba,Mandera,SR
1340,64.53751664,21.52631304,Westkanyamkago,Migori,Non-NR
1341,38.53402655,9.000310075,Chesoen,Bomet,Urban
1342,43.30229645,14.61771062,Kiptagich,Nakuru,Non-NR
1343,30.88966534,6.659745713,Aguthigaaki,Nyeri,Urban
1344,32.21532886,8.492871728,Ruguru,Nyeri,Urban
1345,41.96140149,7.688722149,Cheplanget,Kericho,Non-NR
1346,43.69901762,7.976156161,Bobasiboitangare,Kisii,Non-NR
1347,27.76563294,295.713027,Ashabito,Mandera,NR
1348,41.86605815,23.76196364,Kinanie,Machakos,Non-NR
1349,27.21161217,7.207204305,Timau,Meru,Urban
1350,85.00274857,43.91389225,Muminji,Embu,SR
1351,42.94526852,10.30772617,Sigomere,Siaya,Non-NR
1352,68.75756266,19.6864789,Kong'Asis,Bomet,Non-NR
1353,54.5856658,139.7805326,Wambawest,Samburu,SR
1354,36.56975678,8.647550896,Kimororiwempa,Murang'A,Urban
