,lv,mv,ward,county,area_type
454,26.38584107,42.01890769,Bangale,Tanariver,NR
455,36.19520247,6.871039301,Kojwach,Homabay,Urban
456,33.46071332,6.30682235,Kobura,Kisumu,Urban
457,56.63840795,17.58223966,Wiga,Migori,Non-NR
458,62.53107317,65.04390495,Alale,Westpokot,SR
459,108.562124,51.19820175,Masongaleni,Makueni,SR
460,1.23E+15,5.686885343,Nanyuki,Laikipia,Non-NR
461,60.97932239,26.34189903,Moiben,Uasingishu,Non-NR
462,65.74116171,20.70654244,Mua,Machakos,Non-NR
463,36.05843891,6.547378007,Kangundocentral,Machakos,Urban
464,36.29650976,10.43090558,Kabaru,Nyeri,Urban
465,11.36043691,0.594438696,Gatina,Nairobi,Urban
466,49.37399059,12.78912147,Kaptumokaboi,Nandi,Non-NR
467,45.27754119,142.8221393,Lakezone,Turkana,SR
468,55.72520929,78.29189983,Segera,Laikipia,SR
469,50.29901447,14.09127604,Bwiri,Busia,Non-NR
470,34.95783557,5.04390288,Mayenje,Busia,Urban
471,55.65727861,32.45428208,Olokurto,Narok,SR
472,35.06076131,113.99718,Rhamudimtu,Mandera,NR
473,91.08810673,41.26378362,Masingacentral,Machakos,SR
474,31.9693508,7.266065409,Kirimukuyu,Nyeri,Urban
475,109.1428417,745.9932143,Masool,Westpokot,SR
476,68.87569342,24.92248865,Ruirirwarera,Meru,Non-NR
477,36.704405,21.76797224,Habasswein,Wajir,NR
478,54.86913188,21.76357325,Kabiemit,Elgeyomarakwet,Non-NR
479,38.42519169,9.823841324,Kariti,Kirinyaga,Urban
480,59.45726687,21.22966837,Kanjuirirange,Nyandarua,Non-NR
481,42.6237603,12.35088398,Njukiini,Kirinyaga,Non-NR
482,53.14235093,41.34682735,Mukogondoeast,Laikipia,SR
483,11.46818424,0.382424973,Lindi,Nairobi,Urban
484,47.07605407,22.55880169,Kivou,Kitui,Non-NR
485,42.43365771,15.20294908,Mariani,Tharakanithi,Non-NR
486,17.05072389,0.428126769,Bofu,Mombasa,Urban
487,31.63341159,6.856558751,Kilungu,Makueni,Urban
488,40.32240617,47.88961198,Katilu,Turkana,SR
489,43.04521821,14.86696849,Maralal,Samburu,Non-NR
490,11.83905362,0,Nairobisouth,Nairobi,Urban
491,17.49309787,4.379424512,Letea,Turkana,Urban
492,21.62127051,125.5419307,Kiunga,Lamu,NR
493,76.88560369,34.31987508,Evurore,Embu,SR
494,53.56019343,12.35962663,Eastkamagak,Homabay,Non-NR
495,28.98933258,4.275361382,Boochiborabu,Kisii,Urban
496,27.09638392,24.85678584,Liboi,Garissa,NR
497,42.91194117,604.2048453,Nakalale,Turkana,SR
498,66.49378874,371.3080826,Tirioko,Baringo,SR
499,38.29628914,11.12229643,Kwanza,Transnzoia,Urban
500,58.41319803,15.74022664,Mutarakwa,Bomet,Non-NR
501,28.44841604,4.010752609,Basibogetaorio,Kisii,Urban
502,57.3483701,20.96664462,Melelo,Narok,Non-NR
503,42.52747269,28.72021078,Sagantejaldesa,Marsabit,Non-NR
504,48.03156705,11.38687557,Igojiwest,Meru,Non-NR
505,42.06095689,9.657490721,Kabondowest,Homabay,Non-NR
506,30.30346433,7.193557763,Dedankimathi,Nyeri,Urban
507,50.57664895,122.7079491,Lokorikochodin,Turkana,SR
508,36.62564182,11.47026563,Sabaki,Kilifi,Urban
509,34.28066784,8.209865817,Mangu,Kiambu,Urban
510,49.18762417,79.18815773,Khalalio,Mandera,SR
511,38.72175117,215.7447406,Maikona,Marsabit,NR
512,52.75520556,48.06540922,Mosiro,Narok,SR
513,34.16493174,6.61687022,Kapkugerwet,Kericho,Urban
514,41.54186061,9.223495724,Nambaletownship,Busia,Non-NR
515,13.55510059,0.550363023,Utawala,Nairobi,Urban
516,15.01303294,0.234460654,Riruta,Nairobi,Urban
517,28.96328865,7.991727371,Molo,Nakuru,Urban
518,40.13441903,12.59325711,Amalo,Nakuru,Non-NR
519,14.63149749,1.029479959,Dadaab,Garissa,Urban
520,68.89229442,74.74432668,Witu,Lamu,SR
521,39.2547795,10.57631261,Naivashaeast,Nakuru,Non-NR
522,47.24501428,115.2415245,Hulugho,Garissa,SR
523,32.40521861,10.09275797,Kiganjo,Kiambu,Urban
524,25.32385359,1.810547439,Iftin,Garissa,Urban
525,24.81290838,8.215888428,Bute,Wajir,Urban
526,50.91801066,15.39294418,Ndeiya,Kiambu,Non-NR
527,57.58267412,103.8653957,Purko,Kajiado,SR
528,41.65737715,11.67681794,Southkanyamkago,Migori,Non-NR
529,50.20614156,18.55521106,Kapsimotwo,Nandi,Non-NR
530,20.3446241,1.078339655,Maua,Meru,Urban
531,31.20891104,21.49922803,Chari,Isiolo,NR
532,42.41429845,9.235263871,Matulo,Bungoma,Non-NR
533,53.39497868,13.28061101,Malakisisouthkulisiru,Bungoma,Non-NR
534,39.89469741,10.72098096,Saimokipsaraman,Baringo,Non-NR
535,31.77184607,8.363193202,Ngechatigoni,Kiambu,Urban
536,31.79484146,8.669764696,Kimulot,Bureti,Urban
537,58.64856316,19.67796793,Muthesya,Machakos,Non-NR
538,56.41254143,3.998603256,Kiliwehiri,Mandera,Non-NR
539,44.48859362,14.97029676,Mwea,Embu,Non-NR
540,51.5144839,322.4956873,Warankara,Mandera,SR
541,56.49370318,30.27477848,Metkei,Elgeyomarakwet,SR
542,45.97922683,8.344816644,Kisawest,Kakamega,Non-NR
543,32.05935094,152.3105827,Sankuri,Garissa,NR
544,28.80831212,6.798467194,Turi,Nakuru,Urban
545,42.97324502,6.861224369,Kisacentral,Kakamega,Non-NR
546,37.99122799,6.938617897,Silibwettownship,Bomet,Urban
547,45.10008836,22.63346288,Miambani,Kitui,Non-NR
548,69.98717607,40.17264567,Soynorth,Elgeyomarakwet,SR
549,39.44545096,9.25060175,Tiwi,Kwale,Non-NR
550,75.93553805,52.70335827,Batei,Westpokot,SR
551,76.64863152,32.28276059,Marmanet,Laikipia,SR
552,26.11306119,3.387506828,Syokimau,Machakos,Urban
553,65.59182668,150.9459912,Golbo,Marsabit,SR
554,30.98351329,8.531594339,Kyangwithyaeast,Kitui,Urban
555,45.32647986,179.4848757,Butiye,Marsabit,SR
556,98.90149089,42.95353858,Mavindini,Makueni,SR
557,45.23358483,14.07523641,Keiyo,Transnzoia,Non-NR
558,31.79203267,4.417122299,Luandasouth,Vihiga,Urban
559,22.348364,2.449570737,Limurucentral,Kiambu,Urban
560,78.74545998,85.89201379,Sokoke,Kilifi,SR
561,48.31934502,9.432556178,Idakhonorth,Kakamega,Non-NR
562,20.30064428,1.119558064,Bullapesa,Isiolo,Urban
563,31.21201719,4.641068662,Marani,Kisii,Urban
564,57.85306765,29.90717346,Tsimbagolini,Kwale,SR
565,127.8112027,435.7093583,Kipiniwest,Tanariver,SR
566,63.80234741,22.85389631,Rurii,Nyandarua,Non-NR
567,74.92309614,27.14178372,Muthetheni,Machakos,Non-NR
568,93.01409153,112.1892334,Sook,Westpokot,SR
569,31.51694044,6.011850657,Ukunda,Kwale,Urban
570,27.56440342,4.132858322,Shamakhokho,Vihiga,Urban
571,50.44753364,19.15976747,Kinondo,Kwale,Non-NR
572,42.83942533,13.53019727,Mfanganoisland,Homabay,Non-NR
573,53.42730684,24.6082398,Dzombo,Kwale,Non-NR
574,30.25508301,7.546994054,Mirangine,Nyandarua,Urban
575,49.2344394,19.6197852,Theguriver,Nyeri,Non-NR
576,37.46025569,162.7717123,Malkamari,Mandera,NR
577,114.095273,90.41373343,Athi,Kitui,SR
578,43.6072053,8.689960534,Ingostsemathia,Kakamega,Non-NR
579,39.87236072,68.50053145,Siana,Narok,SR
580,44.83803015,10.7871506,Kapsoit,Kericho,Non-NR
581,84.69086965,258.9116565,Guticha,Mandera,SR
582,67.71968559,45.87932729,Wumigukishushe,Taitataveta,SR
583,13.94405335,0,Kahawa,Nairobi,Urban
584,19.4028788,1.414003213,Kabete,Kiambu,Urban
585,34.5339605,10.38449269,Ndarugu,Kiambu,Urban
586,30.54059503,8.522653435,Juja,Kiambu,Urban
587,17.68430626,1.583178057,Kihara,Kiambu,Urban
588,33.63597925,7.045423097,Mbooni,Makueni,Urban
589,40.30324776,8.214085458,Bukhayowest,Busia,Non-NR
590,50.28590222,60.94351471,Ewuasooonkidong'I,Kajiado,SR
591,28.71655237,8.216034265,Muhuru,Migori,Urban
592,77.80229208,31.32540539,Nguutani,Kitui,SR
593,19.72455517,0.836217131,Kinoo,Kiambu,Urban
594,46.2274959,12.46423176,Busibwabo,Busia,Non-NR
595,26.36708557,4.082219224,Tabaka,Kisii,Urban
596,62.12689454,22.2435874,Kiambaga,Nyandarua,Non-NR
597,52.78254847,23.97607169,Tigithi,Laikipia,Non-NR
598,43.83035064,10.97232747,Northsakwa,Siaya,Non-NR
599,42.24042102,130.3211917,Ndoto,Samburu,SR
600,51.98854893,11.72236394,Siboti,Bungoma,Non-NR
601,68.47395006,22.80055195,Matunguluwest,Machakos,Non-NR
602,34.79828949,6.584632635,Westkamagak,Homabay,Urban
603,18.72216761,1.676745757,Muguga,Kiambu,Urban
604,22.7323246,2.523217012,Boochitendere,Kisii,Urban
605,50.07123062,12.46430562,Mandashivanga,Kakamega,Non-NR
606,46.8148323,15.08950948,Kambiti,Murang'A,Non-NR
607,30.32196208,3.823765561,Mwibona,Vihiga,Urban
608,30.35251611,7.522685311,Lodwartownship,Turkana,Urban
609,43.9505206,21.75178645,Maiella,Nakuru,Non-NR
610,98.55718332,75.76462655,Kyuso,Kitui,SR
611,50.33064022,19.82831876,Migwani,Kitui,Non-NR
612,47.26038208,16.56548863,Siyoi,Westpokot,Non-NR
613,40.6232063,9.004062508,Nangina,Busia,Non-NR
614,44.95136313,14.47577833,Chepkorio,Elgeyomarakwet,Non-NR
615,100.8557524,1917.910004,Hadadoathibohol,Wajir,SR
616,35.98462278,5.726931243,Township,Mandera,Urban
617,40.85020205,9.216759516,Matungulueast,Machakos,Non-NR
618,14.73795294,0,Umojai,Nairobi,Urban
619,50.18590341,10.43120539,Namwela,Bungoma,Non-NR
620,16.70767017,0.889643153,Chaani,Mombasa,Urban
621,42.72467384,15.90162965,Central,Kitui,Non-NR
622,36.27992256,10.98706337,Elburgon,Nakuru,Urban
623,63.1084782,20.21798616,Tagare,Migori,Non-NR
624,36.39101744,5.809094028,Kegogi,Kisii,Urban
625,65.96985987,18.68889482,Kamasian,Kericho,Non-NR
626,45.10822894,170.9764684,Ngaremara,Isiolo,SR
627,34.19032936,26.36694055,Korrngurunit,Marsabit,NR
628,77.60485321,125.1544742,Mutha,Kitui,SR
629,105.251916,73.42462533,Mkunumbi,Lamu,SR
630,40.1884974,9.635767796,Homabayeast,Homabay,Non-NR
631,64.04951197,23.73740716,Kaler,Migori,Non-NR
632,49.75294286,517.5553865,Obbu,Marsabit,SR
633,42.72643622,12.67609019,Makuyu,Murang'A,Non-NR
634,61.40148118,18.59889919,Mitunguu,Meru,Non-NR
635,37.48680166,14.47579803,Kakuzimitubiri,Murang'A,Urban
636,37.94457423,12.5237375,Emalimulala,Makueni,Urban
637,18.9269717,0.779006277,Sokoni,Kilifi,Urban
638,69.23162473,27.90855997,Soliat,Kericho,Non-NR
639,14.33790936,0,Umojaii,Nairobi,Urban
640,53.62954296,13.46788988,Anguraieast,Busia,Non-NR
641,28.699644,6.008387585,Kagaarinorth,Embu,Urban
642,28.43131137,6.55765048,Township,Murang'A,Urban
643,48.7930603,96.17757022,Oldonyiro,Isiolo,SR
644,26.53694534,4.315853492,Hospital,Transnzoia,Urban
645,14.18511946,0.441717958,Komarock,Nairobi,Urban
646,55.21426756,32.46631999,Vanga,Kwale,SR
647,40.24346773,11.57591581,Ndaraweta,Bomet,Non-NR
648,48.41900227,191.6350622,Wargadud,Wajir,SR
649,44.48717164,19.58744192,Olmoran,Laikipia,Non-NR
650,51.56628738,23.11640929,Mukothima,Tharakanithi,Non-NR
651,18.60996362,2.14710444,Mwiki,Nairobi,Urban
652,44.64754709,31.57098051,Eldas,Wajir,SR
653,16.1065712,0,Makina,Nairobi,Urban
654,35.84456585,8.42215655,Kiine,Kirinyaga,Urban
655,51.2527788,16.65317445,Chepsirokiptoror,Transnzoia,Non-NR
656,16.36281641,0.462749002,Waithaka,Nairobi,Urban
657,25.25434585,1.290521582,Parklandshighridge,Nairobi,Urban
658,72.50987994,93.3051232,Sekerr,Westpokot,SR
659,63.84851082,20.71498884,Eastkanowawidhi,Kisumu,Non-NR
660,27.13684089,21.22227821,Kinna,Isiolo,NR
661,20.95345962,2.196949898,Bamburi,Mombasa,Urban
662,61.75830051,19.120421,Weru,Nyandarua,Non-NR
663,31.75351545,5.168361787,Southmaragoli,Vihiga,Urban
664,16.88911905,0.989443009,Junda,Mombasa,Urban
665,23.18132687,5.249949021,Kiamwangi,Kiambu,Urban
666,49.26131449,19.98422182,Soin,Kericho,Non-NR
667,26.76707193,6.604033156,Abogetaeast,Meru,Urban
668,73.54604911,156.517485,Endugh,Westpokot,SR
669,46.81056806,17.94052879,Moibenkuserwo,Elgeyomarakwet,Non-NR
670,57.96229724,37.15218082,Rombo,Kajiado,SR
671,22.62132331,1.785291126,Babadogo,Nairobi,Urban
672,92.16126977,153.8430071,Suam,Westpokot,SR
673,30.99835833,6.591125924,Geta,Nyandarua,Urban
674,57.81761411,81.39138666,Sosian,Laikipia,SR
675,24.16033962,2.346035438,Kolwacentral,Kisumu,Urban
676,32.32038195,11.06835964,Mbololo,Taitataveta,Urban
677,54.31552525,26.99126793,Ronge,Taitataveta,Non-NR
678,72.66450751,26.99691599,Chepyuk,Bungoma,Non-NR
679,27.09530476,5.559517129,Bidii,Transnzoia,Urban
680,30.01949503,5.768607095,Karatinatown,Nyeri,Urban
681,17.0788362,0.591326392,Tudor,Mombasa,Urban
682,55.74837216,13.71313706,Westnyakach,Kisumu,Non-NR
683,38.64589934,8.438947664,Kapsuser,Kericho,Urban
684,23.11203757,2.472373269,Wabera,Isiolo,Urban
685,39.20167318,6.654277318,Kendubaytown,Homabay,Non-NR
686,48.6181154,47.34870667,Goreale,Garissa,SR
687,35.25274142,8.510316697,Eastkamagambo,Migori,Urban
688,42.77870076,14.4838064,Kibarani,Kilifi,Non-NR
689,40.98447106,10.32031014,Angorom,Busia,Non-NR
690,37.01021693,7.190364211,Westseme,Kisumu,Urban
691,35.35079194,11.2496052,Bunyalacentral,Busia,Urban
692,16.00735966,0.660527591,Mutuini,Nairobi,Urban
693,35.9880006,9.260590648,Kabare,Kirinyaga,Urban
694,43.20246791,14.6923289,Chepkunyuk,Nandi,Non-NR
695,26.15028382,49.33719874,Kinakomba,Tanariver,NR
696,32.21817293,77.87797154,Malkagufu,Wajir,NR
697,70.77935848,686.8424226,Kangatotha,Turkana,SR
698,30.73301896,7.360801619,Kabatini,Nakuru,Urban
699,44.1877689,40.53581453,Keekonyokie,Kajiado,SR
700,40.98949249,13.20226315,Tarakwa,Uasingishu,Non-NR
701,42.64330687,52.30798598,Neboi,Mandera,SR
702,62.76753445,22.60864027,Githioro,Nyandarua,Non-NR
703,35.42287637,8.070216289,Mitaboni,Machakos,Urban
704,62.12828833,24.23123752,Tembelio,Uasingishu,Non-NR
705,39.09901833,9.366198512,Kithungokitundu,Makueni,Non-NR
706,23.45960055,2.521494106,Bobaracho,Kisii,Urban
707,39.3438343,8.826246477,Khalaba,Kakamega,Non-NR
708,43.58880649,6.726639082,Idakhocentral,Kakamega,Non-NR
709,25.91825876,6.44154571,Kakuma,Turkana,Urban
710,49.40660164,11.65487273,Butalichegulo,Kakamega,Non-NR
711,46.55725237,82.13758077,Garsencentral,Tanariver,SR
712,27.26328439,60.30909345,Garbatulla,Isiolo,NR
713,23.6606934,2.669781511,Sigona,Kiambu,Urban
714,61.01245493,16.79195662,Nyangores,Bomet,Non-NR
715,91.84103911,420.8844988,Illeret,Marsabit,SR
716,67.02423142,91.1978591,Imaroro,Kajiado,SR
717,34.27988875,8.967531685,Kiminini,Transnzoia,Urban
718,66.82082283,32.11406427,Kubosouth,Kwale,SR
719,39.0968905,11.34257847,Moisbridge,Uasingishu,Non-NR
720,34.6464427,10.45247992,Kikumbulyusouth,Makueni,Urban
721,12.0867062,0,Kware,Nairobi,Urban
722,50.3348799,11.65165118,Chevaywa,Kakamega,Non-NR
723,54.40088383,25.47171588,Mwandamgange,Taitataveta,Non-NR
724,50.67524433,12.92978406,Merigi,Bomet,Non-NR
725,34.97307394,9.420255342,Gatitumuruguru,Nyeri,Urban
726,66.63096609,24.74576347,Athwana,Meru,Non-NR
727,40.15013984,18.21448416,Ruruma,Kilifi,Non-NR
728,24.75227487,4.464670996,Magumoni,Tharakanithi,Urban
729,48.77573671,11.58122309,Kiguchwa,Meru,Non-NR
730,45.23166697,23.90275831,Oloosirkonsholinke,Kajiado,Non-NR
731,39.83725907,7.457867363,Magombo,Nyamira,Non-NR
732,43.01733027,9.960237923,Northalego,Siaya,Non-NR
733,50.2380028,17.29902742,Lambwe,Homabay,Non-NR
734,51.95669342,455.8136401,Lokiriamalorengippi,Turkana,SR
735,47.30801959,25.41592431,Kimana,Kajiado,Non-NR
736,49.76913305,13.39152082,Kilibwoni,Nandi,Non-NR
737,58.16837036,14.1262804,Mbeu,Meru,Non-NR
738,41.80829875,16.89905304,Kapchemutwa,Elgeyomarakwet,Non-NR
739,15.52127882,0.699237004,Uthiru,Kiambu,Urban
740,51.03138887,14.50616912,Kanyamwakosewe,Homabay,Non-NR
741,54.80083081,24.39993046,Rumakaksingirieast,Homabay,Non-NR
742,44.47221689,111.9393178,Mosiro,Kajiado,SR
743,75.34519881,34.50964646,Sergoit,Uasingishu,SR
744,41.99887372,16.29924479,Kabartonjo,Baringo,Non-NR
745,19.08457107,1.402890188,Mahiakalo,Kakamega,Urban
746,43.88456431,16.05219171,Mnangei,Westpokot,Non-NR
747,86.8934866,42.06146964,Kyomethaana,Kitui,SR
748,79.25732086,153.0238116,Kiwawa,Westpokot,SR
749,41.38043257,12.42218398,Kapsowar,Elgeyomarakwet,Non-NR
750,57.12287866,18.18775662,Kipkaren,Nandi,Non-NR
751,14.53063491,0.290336294,Kayolenorth,Nairobi,Urban
752,43.65145523,8.319339635,Nyakiwest,Meru,Non-NR
753,53.93576395,12.70249224,Godjope,Migori,Non-NR
754,40.62034629,12.23497304,Githiga,Laikipia,Non-NR
755,19.61960427,1.934410843,Utalii,Nairobi,Urban
756,13.83036672,0,Kangemi,Nairobi,Urban
757,56.99033772,23.46974371,Kapchorua,Nandi,Non-NR
758,36.39911843,6.99353153,Tala,Machakos,Urban
759,39.45142654,10.81417072,Kiplombe,Uasingishu,Non-NR
760,78.22622522,156.1523636,Kalama,Machakos,SR
761,45.19469761,18.00129966,Bukiracentralikere,Migori,Non-NR
762,44.33203626,14.28010408,Kaksingriwest,Homabay,Non-NR
763,43.33558137,12.4762361,Eastkanyamkago,Migori,Non-NR
764,17.05999177,1.479665278,Zimmerman,Nairobi,Urban
765,36.74018704,9.882834564,Northsakwa,Migori,Urban
766,14.83376083,0.513614809,Korogocho,Nairobi,Urban
767,38.35267181,267.6309698,Kotaruklobei,Turkana,NR
768,30.6216389,5.063650309,Bogusero,Kisii,Urban
769,12.98822827,0.356959684,Dandoraareai,Nairobi,Urban
770,30.71889882,5.699724637,Centralward,Embu,Urban
771,29.1562934,6.405025045,Hospital,Kiambu,Urban
772,17.28819176,0.786227617,Ongatarongai,Kajiado,Urban
773,62.67704977,51.28215675,Sagala,Taitataveta,SR
774,41.6078166,14.75191725,Visoi,Nakuru,Non-NR
775,39.02109364,124.5938119,Waso,Samburu,SR
776,60.47418864,22.11557587,Shamata,Nyandarua,Non-NR
777,56.70419374,40.98837428,Lolgorian,Narok,SR
778,23.25234711,0.640348407,Migosi,Kisumu,Urban
779,54.30102934,19.74006875,Cheptiretkipchamo,Uasingishu,Non-NR
780,37.84672668,45.43099612,Chengonisamburu,Kwale,NR
781,32.8407187,209.7076218,Khorofharar,Wajir,NR
782,33.0166733,7.906067636,Wangu,Murang'A,Urban
783,32.28467535,8.103455386,Kagunduini,Murang'A,Urban
784,31.44549389,5.415286147,Kapsabet,Nandi,Urban
785,26.00985032,3.934816652,Nyamaiya,Nyamira,Urban
786,15.18469719,1.118205447,Kwareuben,Nairobi,Urban
787,55.73553693,33.92249941,Mtitoandei,Makueni,SR
788,91.79110949,77.79292848,Mutitokaliku,Kitui,SR
789,56.08987896,20.39527413,Karama,Meru,Non-NR
790,12.99829731,0,Kayolecentral,Nairobi,Urban
791,45.49903155,9.584462272,Bokoli,Bungoma,Non-NR
792,43.36342681,20.4972741,Keyian,Narok,Non-NR
793,14.59857956,0.895988708,Githurai,Nairobi,Urban
794,25.14612916,3.891823265,Masigeeast,Kisii,Urban
795,29.18360469,4.191797691,Northmaragoli,Vihiga,Urban
796,22.76077429,1.989817781,Kapsaos,Uasingishu,Urban
797,44.25496298,8.102986577,Ibeno,Kisii,Non-NR
798,20.61142561,0.795139392,Kisiicentral,Kisii,Urban
799,22.60810658,5.020027131,Komothai,Kiambu,Urban
800,78.64895966,29.13429309,Ekalakala,Machakos,SR
801,33.94845039,6.444559521,Maramawest,Kakamega,Urban
802,24.30131216,1.09836045,Township,Bungoma,Urban
803,38.92624959,12.05439617,Matuu,Machakos,Urban
804,53.22176339,15.05560401,Kabiyet,Nandi,Non-NR
805,38.93839797,8.434841184,Sidindi,Siaya,Urban
806,17.13714565,1.069327846,Municipality,Meru,Urban
807,42.33481151,7.667363085,Mbakalo,Bungoma,Non-NR
808,43.62429408,12.18692858,Ngeria,Uasingishu,Non-NR
809,76.10736672,31.06180435,Kauwi,Kitui,SR
810,41.58601107,8.766692816,Eastseme,Kisumu,Non-NR
811,43.86371821,11.47522968,Ngenyilel,Uasingishu,Non-NR
812,54.56875384,14.39790774,Kakrao,Migori,Non-NR
813,84.74869018,116.2460597,Kasei,Westpokot,SR
814,29.82556402,9.147504251,Rabaikisurutini,Kilifi,Urban
815,45.86413664,10.64150134,Kanyaluo,Homabay,Non-NR
816,30.72924621,4.091569325,Northeastbunyore,Vihiga,Urban
817,86.01434364,181.749436,Kolowa,Baringo,SR
818,63.73265588,56.91720597,Kipinieast,Tanariver,SR
819,68.87817314,70.93793945,Nguni,Kitui,SR
820,42.29449956,61.33050907,Ademasajide,Wajir,SR
821,51.00625275,17.62775824,Ngoliba,Kiambu,Non-NR
822,50.46415972,29.27077619,Olpusimoru,Narok,SR
823,30.29179146,4.608242886,Gisambai,Vihiga,Urban
824,24.08629301,3.205727024,Waberi,Garissa,Urban
825,49.59445372,13.95618001,Chilchila,Kericho,Non-NR
826,48.93766316,404.8133187,Maalimin,Garissa,SR
827,17.3494665,2.329036972,Mugumoini,Nairobi,Urban
828,45.7333938,12.06210039,Bukhayoeast,Busia,Non-NR
829,58.62963667,17.95285464,Koyondurio,Nandi,Non-NR
830,32.57222527,4.747445808,Centralbunyore,Vihiga,Urban
831,30.15547307,4.417778227,Kitisuru,Nairobi,Urban
832,26.84214208,5.91944323,Igojieast,Meru,Urban
833,84.38911185,38.959674,Lembus,Baringo,SR
834,25.02202095,3.110810242,Rigoma,Nyamira,Urban
835,16.81237128,0.296456277,Mikindani,Mombasa,Urban
836,25.60574264,5.894379175,Imaradaima,Nairobi,Urban
837,65.18307727,23.77069134,Karau,Nyandarua,Non-NR
838,80.27671189,28.87564976,Igambangombe,Tharakanithi,Non-NR
839,85.82320152,41.26839967,Kiimakiukalanzoni,Makueni,SR
840,41.77435125,13.1519269,Makutano,Transnzoia,Non-NR
841,39.61154211,20.09182819,Chepchoina,Transnzoia,Non-NR
842,91.27306788,36.19762148,Nguumo,Makueni,SR
843,73.05071688,79.55331866,Mwanamwinga,Kilifi,SR
844,61.9635545,419.8325708,Wambanorth,Samburu,SR
845,41.38639984,9.769497087,Lowerkaewakaani,Machakos,Non-NR
846,60.20283833,37.65245361,Mutomo,Kitui,SR
847,32.49742594,6.236397175,Yimbowest,Siaya,Urban
848,19.1917823,3.757566112,Jomvukuu,Mombasa,Urban
849,27.22178744,3.739033143,Muvutikiimakimwe,Machakos,Urban
850,11.7215872,0.660907224,Dandoraareaiv,Nairobi,Urban
851,70.16093321,21.91418225,Mutonguni,Kitui,Non-NR
852,106.0593979,101.688234,Vookyamatu,Kitui,SR
853,34.29524779,8.727529713,Sinyerere,Transnzoia,Urban
854,33.02339814,8.552795997,Northkinangop,Nyandarua,Urban
855,27.25003854,4.209636516,Riringu,Nyeri,Urban
856,56.41678897,18.22973027,Gathanji,Nyandarua,Non-NR
857,33.736276,5.676940859,Yalatownship,Siaya,Urban
858,94.27164661,39.95646541,Kathonzweni,Makueni,SR
859,34.79777692,17.903421,Sala,Mandera,NR
860,45.94739414,12.85809727,Tebesonik,Kericho,Non-NR
861,32.09954007,8.369537651,Gaichanjiru,Murang'A,Urban
862,31.90308405,8.049011783,Subukia,Nakuru,Urban
863,23.59090046,1.50942648,Kilimani,Nairobi,Urban
864,26.66648941,3.852059679,Shikaadabu,Mombasa,Urban
865,31.88053378,7.009840405,Barut,Nakuru,Urban
866,14.06895085,0,Mabatini,Nairobi,Urban
867,58.64615635,84.03690452,Ganze,Kilifi,SR
868,63.91756128,51.17824818,Gatunga,Tharakanithi,SR
869,52.73190214,29.70155515,Ngobit,Laikipia,SR
870,22.02227581,1.696213867,Mihango,Nairobi,Urban
871,25.9171881,3.323885745,Thiba,Kirinyaga,Urban
872,42.7732646,10.20420587,Centralgem,Siaya,Non-NR
873,33.83521985,7.266380317,Eastwanga,Kakamega,Urban
874,25.6828323,3.223474185,Machakoscentral,Machakos,Urban
875,29.80593959,8.339201044,Kijabe,Kiambu,Urban
876,47.08434274,14.84087036,Elgon,Bungoma,Non-NR
877,39.94256947,14.382097,Sengwer,Elgeyomarakwet,Non-NR
878,82.10463775,112.1425609,Mukogondowest,Laikipia,SR
879,72.68984316,39.75565884,Lelan,Westpokot,SR
880,43.01630768,8.731091686,Maeni,Bungoma,Non-NR
881,28.37476643,6.443494325,Rugurungandori,Embu,Urban
882,67.10855634,25.577996,Northkadem,Migori,Non-NR
883,44.60325407,16.05613617,Waseges,Nakuru,Non-NR
884,60.81991807,35.9176162,Chawia,Taitataveta,SR
885,42.41026439,9.213454221,Marachieast,Busia,Non-NR
886,21.55491736,0.592329768,Shimanziganjoni,Mombasa,Urban
887,62.88607296,22.06723992,Nyamosensekomosoko,Migori,Non-NR
888,44.10582001,11.39538582,Kipchimchim,Kericho,Non-NR
889,44.78802695,15.80517203,Ilmotiok,Narok,Non-NR
890,25.60626535,8.278973067,Cianda,Kiambu,Urban
891,46.97285148,14.10309427,Kamariny,Elgeyomarakwet,Non-NR
892,47.52310188,15.40926947,Mahoo,Taitataveta,Non-NR
893,57.51007005,130.3289799,Magadi,Kajiado,SR
894,41.11249142,6.994735111,Kiogoro,Kisii,Non-NR
895,73.30201143,24.95640912,Gokeharakagetambwega,Migori,Non-NR
896,46.13325397,11.71117314,Wundanyimbale,Taitataveta,Non-NR
897,31.99108291,5.52825111,Sensi,Kisii,Urban
898,22.6899235,2.122932802,Bomorenda,Kisii,Urban
899,40.55051655,6.93797486,Nyakoe,Kisii,Non-NR
900,43.26701203,7.872899827,Nkuene,Meru,Non-NR
901,38.21594781,125.3431764,Loiyangalani,Marsabit,NR
902,59.18546124,15.58972343,Londiani,Kericho,Non-NR
903,8.578635008,0,Kayolesouth,Nairobi,Urban
904,29.42043121,7.042205706,Centralsakwa,Migori,Urban
905,49.97925821,11.74214596,Northnyakach,Kisumu,Non-NR
906,52.07152985,14.74241485,Kabuochsouthpala,Homabay,Non-NR
907,48.00570131,16.75661522,Nzauikililikalamba,Makueni,Non-NR
908,17.67653772,0,Kipevu,Mombasa,Urban
909,45.48590744,10.85459113,Kisiara,Kericho,Non-NR
